CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTOPTA5028;We have to put an end to this;Nous devons mettre fin à ces activités;Wir müssen dieser Sache ein Ende bereiten;;Hay que poner fin a esto;;;;;;;;;x
EVTNAME5029;Corruption Within the Police Force;Police corrompue;Korrupter Polizeiapparat;;Corrupción en el seno de la policía;;;;;;;;;x
EVTDESC5029;We have long suspected that the main interest of certain members of our police force no longer lies in just protecting our citizens and state, but rather in empowering themselves within the local community. Some internal restructuring might be needed to weaken these individuals and restore the overall efficiency of the force.;Cela fait longtemps que l'on soupçonne que l'intérêt principal de certains membres de la police ne soit plus la protection de nos citoyens et de notre état mais plutôt d'asseoir leur pouvoir au sein des communautés locales. Une restructuration interne pourrait être nécessaire afin de se débarrasser de ces individus et de rendre à la police son efficacité.;Wir haben schon länger vermutet, dass sich bestimmte Mitglieder unserer Polizeitruppe nicht mehr ausschließlich um den Schutz von Volk und Staat kümmern, sondern vor allem um ihre persönliche Macht über die lokale Bevölkerung. Zur Schwächung dieser korrupten Individuen und der Wiederherstellung der allgemeinen Effizienz unseres Polizeiapparats könnten einige interne Umstrukturierungsmaßnahmen notwendig sein.;;Hace tiempo que sospechamos que el principal interés de ciertos miembros de nuestra fuerza de policía ya no se limita a la protección de nuestros ciudadanos y del Estado, sino a ganar poder personal en la comunidad local. Puede que sea necesaria cierta reestructuración para debilitar a esos individuos y restaurar la eficacia general del cuerpo.;;;;;;;;;x
EVTOPTA5029;That seems a bit overly ambitious;Cela me semble très ambitieux;Das erscheint ein bisschen zu gewagt;;Parece demasiado ambicioso;;;;;;;;;
EVTOPTB5029;Do it;Faites-le;Maßnahmen durchsetzen;;Adelante;;;;;;;;;x
EVTNAME5030;Unauthorized Demonstration;Manifestation non autorisée;Unautorisierte Demonstration;;Demostración no autorizada;;;;;;;;;x
EVTDESC5030;Reports have just reached us that an unauthorized demonstration in the city centre has developed into a full fledged riot. Several shops and local businesses have been completely plundered or severely damaged. The local police has been unable to restore order and are in desperate need of reinforcement.;Nous venons d'apprendre qu'une manifestation illégale a eu lieu dans le centre-ville et s'est transformée en véritable émeute. Plusieurs magasins et boutiques ont été pillés ou gravement endommagés. La police locale n'a pas réussi à restaurer l'ordre et a besoin de renforts immédiatement.;Soeben haben uns Berichte erreicht, dass sich eine unautorisierte Demonstration im Stadtzentrum zu einem regelrechten Aufstand entwickelt hat. Mehrere lokale Geschäfte und Firmen sind völlig ausgeplündert oder schwer beschädigt worden. Die lokale Polizeitruppe kann der Lage nicht Herr werden und benötigt dringend Verstärkung.;;Acabamos de recibir informes sobre una demostración no autorizada en el centro de la ciudad que se ha convertido en una revuelta en toda regla. Varias tiendas y negocios locales han sido completamente saqueados o han quedado gravemente dañados. La policía local no ha sido capaz de restaurar el orden y necesita refuerzos de forma desesperada.;;;;;;;;;x
EVTOPTA5030;Send reinforcements;Envoyer des renforts;Verstärkung schicken;;Enviad refuerzos;;;;;;;;;x
EVTOPTB5030;They can handle it;Ils n'ont qu'à se débrouiller;Sie schaffen das schon alleine;;Pueden encargarse ellos;;;;;;;;;x
EVTNAME5031;Resistance Leader Tries to Flee the Country;Le leader de la résistance tente de quitter le pays;Widerstandsführer unternimmt Fluchtversuch;;El líder de la resistencia intenta huir del país;;;;;;;;;x
EVTDESC5031;We have just been informed that the leader of one of the major resistance movements attempted to flee the country last night. Luckily, he was apprehended close to the border, as one of his men betrayed him before he had a chance to cross. There are some speculations that an attack was planned as soon as he was safe, but so far he hasn't revealed anything. We should take extra precaution the next couple of days.;Nous venons d'être informés que le meneur d'un des principaux mouvements de résistance a tenté de fuir le pays la nuit dernière. Heureusement, il a été appréhendé près de la frontière, après avoir été trahi par un de ses hommes. Des bruits faisant état qu'une attaque était prévue dès qu'il aurait passé la frontière circulent mais pour l'instant, il n'a rien avoué. Nous ferions mieux d'être sur nos gardes dans les jours qui viennent.;Wir wurden soeben informiert, dass der Anführer einer der größten Widerstandsbewegungen gestern Nacht versucht hat, das Land zu verlassen. Glücklicherweise konnte er kurz vor der Grenze verhaftet werden, da ihn einer seiner Anhänger verraten hatte. Es wird spekuliert, dass ein Angriff stattfinden sollte, sobald er in Sicherheit gewesen wäre, doch bislang hat er dazu geschwiegen. Wir sollten während der nächsten Tage besonders vorsichtig sein.;;Nos acaban de informar de que el líder de uno de los principales movimientos de resistencia del país intentó huir del país anoche. Por suerte, consiguieron capturarlo cerca de la frontera, cuando uno de sus hombres lo traicionó antes de que pudiese cruzarla. Hay ciertas especulaciones que afirman que se planeaba un ataque tan pronto como estuviese a salvo, pero aún no ha confesado nada. Tendríamos que tomar medidas de precaución adicionales durante los próximos días.;;;;;;;;;x
EVTOPTA5031;Of course;Bien sûr;Selbstverständlich;;Por supuesto;;;;;;;;;x
EVTNAME5032;Assassination Attempt of Opposition Leader;Attentat contre un leader de l'opposition;Mordanschlag auf Oppositionsführer;;Intento de asesinato del líder de la oposición;;;;;;;;;x
EVTDESC5032;The leader of the largest opposition party, was the target of an assassination attempt late last night. Naturally, suspicions have been raised towards our party members, and as a consequence riots have erupted on the streets between our followers and groups supporting the opposition.;Le leader d'un des plus grands partis de l'opposition a été la cible d'une tentative de meurtre la nuit dernière. On ne sait pas encore qui est responsable de cet attentat mais les soupçons pèsent naturellement sur les membres de notre parti et des émeutes ont éclaté entre nos partisans et ceux de l'opposition.;Letzte Nacht wurde auf den Anführer der größten Oppositionspartei ein Mordanschlag verübt. Natürlich verdächtigte man sofort Mitglieder unserer Partei, weshalb Straßenkämpfe zwischen unseren Anhängern und Befürwortern der Opposition ausgebrochen sind.;;Anoche, el líder del mayor movimiento de oposición fue víctima de un intento de asesinato. Naturalmente, las sospechas apuntan hacia los miembros de nuestro partido y, en consecuencia, han estallado disturbios en las calles protagonizados por nuestros seguidores y grupos simpatizantes de la oposición.;;;;;;;;;x
EVTOPTA5032;Do what you can to calm things down;La situation doit être mise sous contrôle;Die Lage muss unbedingt beruhigt werden;;Haced lo posible para calmar las cosas;;;;;;;;;x
EVTOPTB5032;Let the army handle it;Que l'armée s'occupe de cela;Die Armee soll sich darum kümmern;;Que el Ejército se ocupe de esto;;;;;;;;;x
EVTNAME5033;Weapons Found on Train Transport;Des armes sont trouvées dans un chargement ferroviaire;Waffen in Güterzug gefunden;;Armas halladas en un tren;;;;;;;;;x
EVTDESC5033;Our secret police force made a major find this morning. A large amount of weapons was found on one of the trains leaving our city, early this morning. The train was heading towards a minor city just a few miles from here, alledged to be the main camp for a small resistance group. Perhaps it's about time we paid them a visit.;Notre police secrète a fait une découverte de taille ce matin : une grande quantité d'armes a été trouvée dans un train qui quittait notre ville en direction d'une petite agglomération à quelques kilomètres d'ici, qui est connue pour être le centre d'un petit groupe de résistance. Peut-être qu'il est temps de leur rendre visite.;Unsere Geheimpolizei hat heute morgen einen Fund gemacht: In einem Güterzug, der unsere Stadt in Richtung einer Kleinstadt verlassen hatte, die nur wenige Kilometer von hier entfernt ist, wurde heute am frühen Morgen ein große Waffenmenge sichergestellt. In dieser Kleinstadt soll sich angeblich auch das Basislager einer kleinen Widerstandsgruppe befinden. Vielleicht ist es an der Zeit, dass wir diesen Widerständlern einen kleinen Besuch abstatten sollten.;;Esta mañana, nuestra policía secreta ha realizado un gran hallazgo. A primera hora, ha encontrado una gran cantidad de armas en uno de los trenes que abandonaban nuestra ciudad. El tren se dirigía a una pequeña ciudad a escasos kilómetros de aquí, donde se sospecha que puede encontrarse el campamento principal de un pequeño grupo de la resistencia. Puede que ya sea hora de hacerles una visita.;;;;;;;;;x
EVTOPTA5033;Send some troops to investigate;Envoyer des troupes enquêter;Unsere Truppen sollen der Sache nachgehen;;Envía a algunas tropas a investigar;;;;;;;;;x
EVTOPTB5033;Don't bother, it's just a minor group;Pas la peine, le groupe n'est pas assez important pour nous inquiéter;Ignorieren, das ist nur eine kleine Gruppe;;Tranquilo, solo es un pequeño grupo;;;;;;;;;x
EVTNAME5034;Bribed Minister;Ministre corrompu;Bestochener Minister;;Ministro sobornado;;;;;;;;;x
EVTDESC5034;A member of our government has been accused of cooperating with the opposition party. Accordingt to the source, the minister in question has accepted bribes more than once, to make sure certain proposals are rejected. Naturally, the minister himself denies any involvement.;Un membre de notre gouvernement a été accusé de coopérer avec l'opposition. D'après cette source, le ministre en question aurait à plusieurs reprises accepté des pots de vin pour faire rejeter certaines propositions. Bien sûr, le ministre nie avoir jamais accepté quoi que ce soit.;Ein Mitglied unserer Regierung ist beschuldigt worden, mit der Oppositionspartei zu kooperieren. Den Quellen zufolge hat der fragliche Minister mehr als einmal Bestechungsgelder angenommen, um bestimmte Gesetzesbeschlüsse zu blockieren. Der Minister dementiert selbstverständlich sämtliche Anschuldigungen.;;Un miembro de nuestro Gobierno ha sido acusado de cooperar con el partido de la oposición. Según la fuente, el ministro en cuestión ha aceptado sobornos más de una vez para asegurarse de que ciertas propuestas eran rechazadas. Naturalmente, el propio ministro niega cualquier implicación.;;;;;;;;;x
EVTOPTA5034;Defend him;Le défendre;Ihn verteidigen;;Defendedle;;;;;;;;;x
EVTOPTB5034;Give him a new position;Lui proposer un nouveau poste;Gebt ihm eine neue Position;;Dadle un nuevo cargo;;;;;;;;;x
EVTNAME5035;Rigged Elections;Élections manipulées;Manipulierte Wahlen;;Elecciones amañadas;;;;;;;;;x
EVTDESC5035;The largest opposition party made a public speech earlier today, accusing us of intimidating voters and trying to rig elections in our favour. We have to convince people somehow, that there's no truth to these accusations, and that the right party is in fact ruling this country.;Aujourd'hui, le plus important parti de l'opposition a fait un discours public nous accusant d'avoir intimidé des électeurs et d'avoir tenté de manipuler les élections en notre faveur. Nous devons absolument convaincre les gens que ce sont des mensonges et que c'est le bon parti qui dirige le pays.;Die größte Oppositionspartei hat uns heute in einer öffentlichen Ansprache der Wählereinschüchterung bezichtigt und behauptet, wir würden versuchen, die Wahlen zu unseren Gunsten zu manipulieren. Wir müssen das Volk irgendwie überzeugen, dass dies haltlose Anschuldigungen sind, und dass dieses Land von der richtigen Partei regiert wird.;;A primera hora de hoy, el mayor partido de la oposición realizó un discurso público en el que nos acusó de intimidar a los votantes y de intentar amañar las elecciones en nuestro favor. De algún modo, hay que convencer a la gente de que esas acusaciones son falsas y de que el partido que gobierna el país es el adecuado.;;;;;;;;;x
EVTOPTA5035;Prepare a speech;Préparer un discours;Rede vorbereiten;;Preparad un discurso;;;;;;;;;x
EVTNAME5036;Leak Within the Government;Des fuites au gouvernement;Undichte Stelle in der Regierung;;Fuga de información en el Gobierno;;;;;;;;;x
EVTDESC5036;We have reasons to believe that someone within the government has been leaking sensitive information. There have been too many situations lately where our enemies have seemed to be a little bit too prepared to just be a coincidense. A preliminary investigation is already under way, but so far nothing has been found that could prove anything.;Nous avons des raisons de croire que quelqu'un au sein du gouvernement fait passer des informations sensibles. Trop souvent ces derniers temps nos ennemis ont été un peu trop bien préparés pour qu'il s'agisse d'une coïncidence. Une enquête préliminaire a été ouverte mais nous n'avons pas encore de résultats probants.;Wir haben Grund zu der Annahme, dass jemand innerhalb der Regierung wichtige Informationen preisgibt. In letzter Zeit waren unsere Feind oftmals zu gut vorbereitet, um noch von Zufällen sprechen zu können. Eine vorläufige Untersuchung wurde bereits eingeleitet, doch bisher konnten keine Beweise für die Anschuldigungen erbracht werden.;;Tenemos razones para pensar que algún miembro del gobierno ha estado filtrando información importante. Últimamente se han producido demasiadas situaciones en las que nuestros enemigos estaban demasiado bien preparados como para considerarlas una coincidencia. Ya se está desarrollando una investigación preliminar, pero aún no se ha encontrado nada que pueda ser una prueba.;;;;;;;;;x
EVTOPTA5036;It's probably nothing;Ce n'est sûrement rien;Es gibt wahrscheinlich gar keine undichte Stelle;;Seguramente no será nada;;;;;;;;;x
EVTOPTB5036;Increase your efforts;Renforcer les efforts pour trouver les coupables;Bemühungen verstärken;;Redoblad los esfuerzos;;;;;;;;;x
EVTNAME5037;Foreign Nation Supports Opposition Party;Une nation étrangère soutient l'opposition;Ausland unterstützt Oppositionspartei;;Nación extranjera apoya a la oposición;;;;;;;;;x
EVTDESC5037;Our intelligence agency has just informed us that they suspect that some foreign country is supporting one of the opposition parties financially. It would certainly explain the party's sudden increase of resources. Depending on the amount of support they actually receive, this could pose some real problems for us in the future.;Notre service de renseignement vient de nous informer qu'il suspecte un pays étranger de soutenir financièrement un des partis de l'opposition. Cela expliquerait vraisemblablement l'augmentation soudaine de ses ressources. Selon le montant exact qu'ils ont reçu, cela pourrait nous poser un réel problème à l'avenir.;Unser Nachrichtendienst hat uns soeben informiert, dass sie eine der Oppositionsparteien verdächtigen, aus dem Ausland finanzielle Unterstützung zu bekommen. Dies würde jedenfalls die sprunghaft angestiegenen Ressourcen der Partei erklären. Abhängend von der Höhe der Zahlungen, die sie erhalten, könnte sich dies in Zukunft für uns zu einem Problem entwickeln.;;Nuestro servicio de inteligencia acaba de informarnos de que sospechan que algún país extranjero financia a uno de los partidos de la oposición. Desde luego, eso explicaría el repentino aumento de recursos del partido. Dependiendo de la magnitud del apoyo que estén recibiendo, podría acarrearnos serios problemas en el futuro.;;;;;;;;;x
EVTOPTA5037;Continue the investigation;Poursuivre l'enquête;Untersuchung fortsetzen;;Que continúe la investigación;;;;;;;;;x
EVTOPTB5037;There are other things to worry about;Il y a des choses plus importantes;Es gibt wichtigere Dinge;;Hay otras cosas de las que preocuparse;;;;;;;;;x
parliamentary_scandal;Parliamentary Scandal;Scandale au parlement;Parlamentarischer Skandal;;Escándalo parlamentario;;;;;;;;;x
desc_parliamentary_scandal;We have had the displeasure of disclosing certain suspect activities relating to a prominent figure in the Government.;Nous vous avons révélé certaines activités suspectes auxquelles s'était livré un membre haut placé du gouvernement.;Leider mussten wir vor kurzem bestimmte verdächtige Aktivitäten zugeben, mit denen ein wichtiges Regierungsmitglied in Verbindung gebracht wird.;;Tuvimos el disgusto de informar de ciertas actividades sospechosas por parte de una figura prominente del Gobierno.;;;;;;;;;x
great_war_manifestation;Great War Manifestation;Grande manifestation de soutien à la guerre;Große Kriegsdemonstration;;Gran manifestación por la guerra;;;;;;;;;x
desc_great_war_manifestation;A great war demonstration has been held in our capital.;Une grande manifestation de soutien à la guerre s'est tenue aujourd'hui dans la capitale.;Heute fand in der Hauptstadt eine große Kriegsdemonstration statt.;;Se ha organizado una gran manifestación por la guerra en nuestra capital.;;;;;;;;;x
great_peace_manifestation;Great Peace Manifestation;Grande manifestation pour la paix;Große Friedensdemonstration;;Gran manifestación por la paz;;;;;;;;;x
desc_great_peace_manifestation;A great Peace Demonstration has been held in our capital.;Une grande manifestation pour la paix s'est tenue aujourd'hui dans la capitale.;Heute fand in der Hauptstadt eine große Friedensdemonstration statt.;;En nuestra capital se ha organizado una gran manifestación por la paz.;;;;;;;;;x
critique_against_the_war;Critique Against the War;Critique contre la guerre;Kriegskritiker;;Crítica contra la guerra;;;;;;;;;x
desc_critique_against_the_war;A famous war hero has published a critical and radical article on the conduct of the war.;Un célèbre héros de guerre a publié une tribune libre très critique sur la façon dont la guerre est menée.;Ein berühmter Kriegsheld hat einen kritischen und radikalen Artikel über die Art der Kriegsführung veröffentlicht.;;Un famoso héroe de guerra ha publicado un radical artículo de crítica contra la forma en la que se está conduciendo la guerra.;;;;;;;;;x
major_worker_strike;Major Worker Strike;Très importante grève ouvrière;Großer Arbeiterstreik;;Gran huelga de trabajadores;;;;;;;;;x
desc_major_worker_strike;A major strike broke out a while back in one of our country’s largest industrial complexes.;Une grève très importante a commencé samedi dernier dans l'un des plus vastes complexes industriels de notre pays.;Vor einer Weile ist in einem der größten Industriekomplexe des Landes ein großer Streik ausgebrochen.;;Ha estallado una gran huelga en uno de los mayores complejos industriales del país.;;;;;;;;;x
communist_manifestation;Communist Manifestation;Manifestation communiste;Kommunistische Demonstration;;Manifestación comunista;;;;;;;;;x
desc_communist_manifestation;A large communist rally has been held in our capital;Une grande manifestation communiste s'est tenue aujourd'hui dans la capitale.;Heute fand in der Hauptstadt eine große kommunistische Demonstration statt.;;Se ha organizado una gran manifestación comunista en nuestra capital.;;;;;;;;;x
nationalization_of_private_sector;Nationalization of the Private Sector;Nationalisation du secteur privé;Verstaatlichung der Privatwirtschaft;;Nacionalización del sector privado;;;;;;;;;x
desc_nationalization_of_private_sector;16 formerly semi-privately run companies have been expropriated by the Ministry of Public Relations.;16 entreprises mêlant capitaux publics et privés ont été expropriées par le ministère des relations publiques.;Sechzehn ehemals semiprivat geführte Firmen sind vom Ministerium für Öffentlichkeitsarbeit enteignet worden.;;El ministerio de relaciones públicas ha expropiado dieciséis compañías que originariamente eran semiprivadas.;;;;;;;;;x
rogue_politician;Rogue Politician;Un politicien fait cavalier seul;Skrupelloser Politiker;;Político disidente;;;;;;;;;x
desc_rogue_politician;A certain minister has announced that he will enter into a debate about certain views differing from those of the rest of the Cabinet.;Un certain ministre a annoncé qu'il allait lancer un débat sur des sujets sur lesquels son avis diffère de celui des autres membres du cabinet.;Ein bestimmter Minister hat angekündigt, an einer Debatte über seine politischen Ansichten teilnehmen zu wollen, die von denen des restlichen Parlaments abweichen.;;Cierto ministro ha anunciado que participará en un debate sobre ciertos puntos de vista que difieren de los del resto del gabinete.;;;;;;;;;x
secret_police_force;Secret Police Force;Force de police secrète;Geheimpolizei;;Fuerza de policía secreta;;;;;;;;;x
desc_secret_police_force;It has been decided that a special, secret police force will be established.;Il a été décidé qu'une force de police spéciale et secrète allait être mise en place.;Es wurde beschlossen, eine geheime Sondereinheit der Polizei aufzustellen.;;Se ha decidido que va a establecerse una fuerza de policía secreta especial.;;;;;;;;;x
paramilitary_forces;Paramilitary Forces;Forces paramilitaires;Paramilitärische Truppen;;Fuerzas paramilitares;;;;;;;;;x
desc_paramilitary_forces;Politically motivated assassinations and conflicts between left- and right-wing troops have become a daily occurrence.;Des assassinats pour raisons politiques et des conflits entre les troupes de gauche et de droite sont à l'ordre du jour.;Politisch motivierte Morde und Scharmützel zwischen links- und rechtsgerichteten Gruppierungen sind jetzt an der Tagesordnung.;;Los asesinatos por motivos políticos y los conflictos entre las tropas de la izquierda y la derecha se han vuelto algo cotidiano.;;;;;;;;;x
reorganization_of_war_ministry;Reorganization of the War Ministry;Réorganisation du ministère de la guerre;Neuorganisation des Kriegsministeriums;;Reorganización del ministerio de guerra;;;;;;;;;x
desc_reorganization_of_war_ministry;The War Ministry is currently undergoing a major re-organisation.;Le ministère de la guerre est en cours de réorganisation.;Das Kriegsministerium wird derzeit massiv umstrukturiert.;;Actualmente, el Ministerio de Guerra se está reorganizando en profundidad.;;;;;;;;;x
forced_conscription_policy;Forced Conscription Policy;Politique de la conscription forcée;Erzwungene Wehrpflicht;;Política de reclutamiento forzoso;;;;;;;;;x
desc_forced_conscription_policy;The forced conscription policy has not been well met by the public.;La politique de la conscription forcée n'a pas été bien accueillie par la population.;Die erzwungene Wehrpflicht wird von der Öffentlichkeit nicht gut aufgenommen.;;El público no ha acogido bien la política de reclutamiento forzoso.;;;;;;;;;x
control_of_extremist_movements;Control of Extremist Movements;Contrôle des mouvements extrémistes;Kontrolle extremistischer Bewegungen;;Control de los movimientos extremistas;;;;;;;;;x
desc_control_of_extremist_movements;We are taking harder measures to control political extremist movements.;Nous prenons des mesures plus sévères pour contrôler les mouvements extrémistes.;Wir bedienen uns zur Kontrolle extremistischer Bewegungen härterer Maßnahmen.;;Estamos tomando medidas más duras para controlar los movimientos políticos extremos.;;;;;;;;;x
emergency_legislations;Emergency Legislation;Loi sur l'état d'urgence;Notstandsgesetzgebung;;Legislación de emergencia;;;;;;;;;x
desc_emergency_legislations;We are currently introducing an emergency legislation.;L'introduction d'une loi sur l'état d'urgence est en cours.;Wir führen derzeit eine Notstandsgesetzgebung ein.;;En estos momentos estamos introduciendo una legislación de emergencia.;;;;;;;;;x
anti_terrorist_measures;Anti-Terrorist Measures;Mesures anti-terroristes;Anti-Terror-Maßnahmen;;Medidas antiterroristas;;;;;;;;;x
desc_anti_terrorist_measures;To counter terrorism, a decree has been passed that increases the government's power.;Un décret donnant plus de pouvoirs au gouvernement pour combattre le terrorisme a été voté.;Zum Kampf gegen den Terrorismus wurde ein Beschluss verabschiedet, der die Machtbefugnisse der Regierung erweitert.;;Para contrarrestar el terrorismo, se ha aprobado un decreto que aumenta el poder del Gobierno.;;;;;;;;;x
prohibit_new_parties;New Parties Prohibited;La création de nouveaux partis interdite;Parteigründungen verboten;;Prohibición de nuevos partidos;;;;;;;;;x
desc_prohibit_new_parties;New organizations, such as trade unions and political parties are no longer allowed to be formed without the government's consent.;La formation de nouveaux partis politiques ou de nouvelles organisations telles que des syndicats est maintenant interdite sans l'accord du gouvernement.;Die Gründung neuer Organisationen wie Gewerkschaften und politischer Parteien ohne die vorherige Zustimmung der Regierung ist von nun an verboten.;;Las nuevas organizaciones, como sindicatos o partidos políticos, ya no podrán formarse sin consentimiento del Gobierno.;;;;;;;;;x
political_feuds;Political Feuds;Querelles politiques;Politische Kleinkriege;;Disputas políticas;;;;;;;;;x
desc_political_feuds;Our government is currently undergoing some restructuring.;Notre gouvernement est en cours de restructuration.;Unsere Regierung wird derzeit umstrukturiert.;;En este momento, nuestro gobierno pasa por una cierta reestructuración.;;;;;;;;;x
assassination_attempt;Assassination Attempts;Tentatives d'assassinat;Mordversuche.;;Intentos de asesinato;;;;;;;;;x
desc_assassination_attempt;One of our ministers has been the target of an assassination attempt.;Un de nos ministres a été la cible d'une tentative d'assassinat.;Einer unserer Minister war das Ziel eines Mordanschlags.;;Uno de nuestros ministros ha sido blanco de un intento de asesinato.;;;;;;;;;x
illegal_printing;Illegal Publications;Publications illégales;Illegale Publikationen;;Publicaciones ilegales;;;;;;;;;x
desc_illegal_printing;The Secret Police is gaining ground on one of the resistance movements.;La police secrète gagne du terrain sur un des mouvements de résistance.;Die Geheimpolizei kommt einer der Widerstandsbewegungen immer mehr auf die Spuren.;;La policía secreta le come terreno a uno de los movimientos de resistencia.;;;;;;;;;x
intelligence_network;Intelligence Network;Réseau d'espionnage;Geheimdienstnetzwerk;;Red de inteligencia;;;;;;;;;x
desc_intelligence_network;Most members of our government are of the opinion that the scope and power of our existing agencies should be vastly increased.;La plupart des membres de notre gouvernement sont d'avis que la taille et la portée des agences en place devraient être fortement renforcées.;Die meisten Mitglieder unserer Regierung sind der Ansicht, dass die Größe und Machtbefugnisse unserer existierenden Agenturen deutlich erweitert werden sollten. ;;La mayoría de nuestros miembros sostienen que hay que aumentar enormemente el alcance y el poder de las agencias ya existentes.;;;;;;;;;x
revolutionary_movements;Revolutionary Movements;Mouvements révolutionnaires;Revolutionäre Bewegungen;;Movimientos revolucionarios;;;;;;;;;x
desc_revolutionary_movements;We have just been informed that one our ministers might be one of the key conspirators in a planned coup d'état.;Nous venons d'être informés qu'un de nos ministres serait l'un des principaux conspirateurs d'un coup d'état en cours de préparation.;Wir wurden soeben informiert, dass einer unserer Minister einer der Drahtzieher hinter einem geplanten Staatsstreich sein könnte.;;Nos acaban de informar de que uno de nuestros ministros podría ser uno de los conspiradores clave de un golpe de Estado planeado.;;;;;;;;;x
resistance_movement;Resistance Movements;Mouvements de résistance;Widerstandsbewegungen;;Movimientos de resistencia;;;;;;;;;x
desc_resistance_movement;The decision to incorporate the youths from certain occupied territories into our armed forces have met fierce resistance in some areas.;La décision d'incorporer de force la jeunesse de certains territoires occupés à nos forces armées a rencontré une forte résistance dans certaines régions.;Die Entscheidung, Jugendliche aus bestimmten besetzten Gebieten in unsere Streitkräfte zu integrieren, ist in manchen Regionen auf erbitterten Widerstand gestoßen.;;La decisión de incorporar jóvenes de ciertos territorios ocupados a nuestras fuerzas armadas ha hallado una resistencia feroz en algunas zonas.;;;;;;;;;x
resistance_movement_laid_open;Resistance Movement Laid Open;Mouvement de résistance démasqué;Widerstandsbewegung aufgedeckt;;Movimiento de resistencia al descubierto;;;;;;;;;x
desc_resistance_movement_laid_open;We have managed to infiltrate one of the largest resistance movements.;Nous avons réussi à infiltrer un des mouvements de résistance les plus importants.;Wir haben es geschafft, eine der größten Widerstandsbewegungen zu infiltrieren.;;Hemos logrado infiltrarnos en uno de los mayores movimientos de resistencia.;;;;;;;;;x
resistance_movement_infiltrated;Resistance Movement Infiltrated;Mouvement de résistance infiltré;Widerstandsbewegung infiltriert;;Infiltración en movimiento de resistencia;;;;;;;;;x
desc_resistance_movement_infiltrated;We have managed to infiltrate one of the largest resistance movements.;Nous avons réussi à infiltrer un des mouvements de résistance les plus importants.;Wir haben es geschafft, eine der größten Widerstandsbewegungen zu infiltrieren.;;Hemos logrado infiltrarnos en uno de los mayores movimientos de resistencia.;;;;;;;;;x
restructuring_the_foreign_ministry;Restructuring the Foreign Ministry;Réorganisation du ministère des affaires étrangères;Neustrukturierung des Außenministeriums;;Reestructuración del Ministerio de Exteriores;;;;;;;;;x
desc_restructuring_the_foreign_ministry;The Foreign Ministry is currently undergoing a major re-organisation.;Le ministère des affaires étrangères est en cours de réorganisation.;Das Außenministerium wird derzeit massiv umstrukturiert.;;Actualmente, el Ministerio de Exteriores se está reorganizando en profundidad.;;;;;;;;;x
troublesome_ministry;Troublesome Ministry;Un ministère gênant;Ministerium macht Ärger;;Ministro problemático;;;;;;;;;x
desc_troublesome_ministry;The Foreign Ministry is in real need of some restructuring.;Le ministère des affaires étrangères a vraiment besoin d'être réorganisé.;Das Außenministerium muss wirklich umstrukturiert werden.;;El Ministerio de Exteriores necesita cierta reestructuración con urgencia.;;;;;;;;;x
resistance_leader_caught;Resistance leader caught;Leader de la résistance arrêté;Widerstandsführer verhaftet;;Capturado líder de la resistencia;;;;;;;;;x
desc_resistance_leader_caught;The leader of one of the major resistance movements atttempted to flee the country last night but was apprehended close to the border.;Le meneur d'un des principaux mouvements de résistance a tenté de fuir le pays la nuit dernière mais il a été appréhendé près de la frontière.;Der Anführer einer der größten Widerstandsbewegungen hat gestern Nacht versucht, das Land zu verlassen, wurde jedoch kurz vor der Grenze verhaftet.;;El líder de uno de los principales movimientos de resistencia trató anoche de escapar del país, pero fue atrapado cerca de la frontera.;;;;;;;;;x
assassination_attempt_of_opposition_leader;Assassination Attempt;Tentative d'assassinat;Mordversuch;;Intento de asesinato;;;;;;;;;x
desc_assassination_attempt_of_opposition_leader;The leader of the largest opposition party, was the target of an assassination attempt late last night.;Le leader d'un des plus grands partis de l'opposition a été la cible d'une tentative d'assassinat la nuit dernière.;Letzte Nacht wurde auf den Anführer der größten Oppositionspartei ein Mordanschlag verübt.;;Anoche, el líder del mayor movimiento de oposición fue víctima de un intento de asesinato.;;;;;;;;;x
riots_in_the_street;Assassination Attempt;Tentative d'assassinat;Mordversuch;;Intento de asesinato;;;;;;;;;x
desc_riots_in_the_street;The leader of the largest opposition party, was the target of an assassination attempt late last night.;Le leader d'un des plus grands partis de l'opposition a été la cible d'une tentative d'assassinat la nuit dernière. ;Letzte Nacht wurde auf den Anführer der größten Oppositionspartei ein Mordanschlag verübt.;;Anoche, el líder del mayor movimiento de oposición fue víctima de un intento de asesinato.;;;;;;;;;x
weapons_transport;Weapons transport;Transport d'armes;Waffentransport;;Transporte de armas;;;;;;;;;x
desc_weapons_transport;The secret police force discovered a large amount of weapons a short while back, it is believed that the weapons were to be used in a coup against the government.;La police secrète a découvert il y a quelques temps une grande quantité d'armes que l'on pense être destinées à un coup d'état visant à renverser le gouvernement.;Die Geheimpolizei hat unlängst eine große Anzahl von Waffen entdeckt. Man vermutet, dass sie bei einem Staatsstreich gegen die Regierung eingesetzt werden sollten.;;La policía secreta descubrió una gran cantidad de armas recientemente. Se cree que las armas se iban a utilizar en un golpe contra el Gobierno.;;;;;;;;;x
political_mistake;Bribed Minister;Ministre corrompu;Bestochener Minister;;Ministro sobornado;;;;;;;;;x
